,alt,lat,lon,ph_pitch,ph_roll,ph_yaw
67,3.34,32.9408778,35.1049922,0.0294661484659,-0.0207718648016,-2.93129110336
68,3.34,32.9408778,35.1049922,0.029460709542,-0.0215729549527,-2.93309020996
69,3.34,32.9408779,35.1049923,0.0291301831603,-0.0210361797363,-2.93225741386
70,3.33,32.9408778,35.1049924,0.029313094914,-0.0210352186114,-2.93285012245
71,3.34,32.9408779,35.1049924,0.0289405025542,-0.0202363207936,-2.93180990219
72,3.35,32.9408778,35.1049924,0.0286945439875,-0.0215337779373,-2.93318772316
73,3.35,32.9408779,35.1049924,0.0287898108363,-0.0211535915732,-2.93304896355
74,3.36,32.9408779,35.1049927,0.0287019200623,-0.0216496326029,-2.93178963661
75,3.37,32.9408778,35.1049928,0.0284843333066,-0.0218328479677,-2.93225932121
76,3.399,32.9408777,35.1049929,0.028227943927,-0.0212737992406,-2.9323413372
77,3.429,32.9408777,35.1049929,0.0279362499714,-0.0201170071959,-2.93217229843
78,3.46,32.9408775,35.1049926,0.0276274830103,-0.0208665318787,-2.93306064606
79,3.46,32.9408775,35.1049925,0.0281399786472,-0.020449846983,-2.9325401783
80,3.47,32.9408775,35.1049924,0.0280739702284,-0.0196317732334,-2.93198156357
81,3.449,32.9408775,35.1049923,0.0282204933465,-0.0207323487848,-2.93283390999
82,3.449,32.9408775,35.1049922,0.0281785316765,-0.0195776000619,-2.93140172958
83,3.449,32.9408773,35.1049923,0.0282653793693,-0.0204395763576,-2.93259906769
84,3.449,32.9408772,35.1049924,0.0281886085868,-0.0203537605703,-2.93185424805
85,3.449,32.9408771,35.1049924,0.0285927578807,-0.0205398574471,-2.93159246445
86,3.449,32.940877,35.1049926,0.0287124328315,-0.0211894512177,-2.93220329285
87,3.429,32.9408769,35.1049925,0.0284758508205,-0.0199485346675,-2.93205618858
88,3.439,32.9408768,35.1049924,0.0288667753339,-0.0200941115618,-2.93141579628
89,3.439,32.9408768,35.1049923,0.0292232036591,-0.0199250280857,-2.93145704269
90,3.419,32.9408769,35.1049923,0.0297036767006,-0.0199270583689,-2.93088793755
91,3.399,32.9408771,35.1049924,0.0300727970898,-0.020472291857,-2.93094444275
92,3.37,32.9408772,35.1049924,0.030350856483,-0.0193022377789,-2.92950582504
93,3.37,32.9408773,35.1049925,0.0301013030112,-0.0199915580451,-2.93049788475
94,3.34,32.9408772,35.1049924,0.0296756066382,-0.019510678947,-2.92993927002
95,3.33,32.9408771,35.1049924,0.0296673513949,-0.0199187714607,-2.9299492836
96,3.32,32.940877,35.1049925,0.029555670917,-0.0201624184847,-2.92972636223
97,3.31,32.9408769,35.1049925,0.0297501683235,-0.0200878102332,-2.92966341972
98,3.28,32.9408769,35.1049927,0.0298848748207,-0.019921977073,-2.92843341827
99,3.25,32.9408768,35.1049929,0.0299761667848,-0.0201061982661,-2.92833423615
100,3.21,32.9408768,35.104993,0.0298511423171,-0.0202552378178,-2.92767047882
101,3.189,32.9408766,35.1049933,0.0297227017581,-0.0209041535854,-2.92778277397
102,3.179,32.9408766,35.1049934,0.0294204801321,-0.0205900873989,-2.92747163773
103,3.169,32.9408764,35.1049936,0.028651420027,-0.0201147776097,-2.92633628845
104,3.179,32.9408761,35.1049936,0.0279038064182,-0.0205751545727,-2.92692661285
105,3.179,32.9408759,35.1049936,0.0275796204805,-0.0202867090702,-2.92724657059
106,3.189,32.9408756,35.1049937,0.0275492928922,-0.0203416347504,-2.92763614655
107,3.199,32.9408754,35.1049937,0.0273888148367,-0.0199892111123,-2.92646837234
108,3.21,32.9408754,35.1049935,0.0276286043227,-0.0196562036872,-2.92688465118
109,3.199,32.9408754,35.1049934,0.0278019756079,-0.0189681127667,-2.92663931847
110,3.21,32.9408756,35.1049932,0.0281511507928,-0.018808029592,-2.92670536041
111,3.21,32.9408757,35.1049931,0.0283804573119,-0.0182194896042,-2.92629623413
112,3.21,32.9408759,35.1049929,0.0289249382913,-0.0185406729579,-2.92729187012
113,3.26,32.9408763,35.1049927,0.0295983627439,-0.0179808568209,-2.9260969162
114,3.28,32.9408766,35.1049927,0.0299513936043,-0.0186793208122,-2.92665481567
115,3.31,32.9408769,35.1049928,0.0301804542542,-0.0178395044059,-2.92542719841
116,3.34,32.9408771,35.1049928,0.0306561551988,-0.0184892639518,-2.92616295815
117,3.34,32.9408774,35.1049928,0.0308930687606,-0.0180887170136,-2.92577648163
118,3.35,32.9408776,35.1049928,0.031187787652,-0.0186325516552,-2.92617917061
119,3.35,32.9408777,35.1049927,0.0306991711259,-0.018054716289,-2.92563891411
120,3.36,32.9408779,35.1049924,0.03069864586,-0.0178105533123,-2.92546153069
121,3.37,32.9408779,35.1049924,0.0302278324962,-0.0184710845351,-2.92582464218
122,3.419,32.9408778,35.1049923,0.0295429974794,-0.0187676846981,-2.92581272125
123,3.449,32.9408774,35.1049921,0.0287304930389,-0.0187667179853,-2.92521548271
124,3.429,32.9408771,35.1049921,0.0282552987337,-0.0186550170183,-2.92381310463
125,3.409,32.9408767,35.1049919,0.0282464139163,-0.0194720439613,-2.92521977425
126,3.399,32.9408764,35.1049919,0.0279036350548,-0.0203660707921,-2.92485070229
127,3.399,32.9408763,35.1049921,0.0279581472278,-0.0205172915012,-2.92422103882
128,3.419,32.940876,35.1049923,0.0273647047579,-0.0208572372794,-2.92485451698
129,3.419,32.9408757,35.1049922,0.0266708470881,-0.0197292976081,-2.92316317558
130,3.46,32.9408754,35.104992,0.0272400975227,-0.0199818518013,-2.92483735085
131,3.47,32.9408754,35.1049918,0.0274709165096,-0.0192071162164,-2.9238474369
132,3.48,32.9408753,35.1049917,0.0274275206029,-0.0200030878186,-2.92441749573
133,3.48,32.9408751,35.1049916,0.0275431163609,-0.0191757176071,-2.92301559448
134,3.46,32.9408749,35.1049916,0.0278597213328,-0.0186013113707,-2.92260050774
135,3.37,32.9408748,35.1049913,0.028393022716,-0.0186287201941,-2.92419099808
136,3.33,32.940875,35.1049911,0.0290541984141,-0.0190430134535,-2.92406868935
137,3.29,32.9408753,35.1049909,0.0294612385333,-0.0190881080925,-2.92502117157
138,3.3,32.9408754,35.1049908,0.0297358222306,-0.0178157705814,-2.92386174202
139,3.32,32.9408754,35.1049906,0.0295148864388,-0.0181106626987,-2.92396306992
140,3.36,32.9408753,35.1049905,0.029187195003,-0.0191086288542,-2.92319607735
141,3.36,32.9408752,35.1049905,0.0292754657567,-0.0193729549646,-2.92341136932
142,3.34,32.9408751,35.1049905,0.029008012265,-0.0190452113748,-2.92272734642
143,3.34,32.9408749,35.1049905,0.0293396897614,-0.018910208717,-2.92291402817
144,3.31,32.9408749,35.1049906,0.029357444495,-0.0190698448569,-2.92191910744
145,3.3,32.940875,35.1049906,0.0295062810183,-0.0192310810089,-2.92226934433
146,3.32,32.940875,35.1049904,0.029180444777,-0.0191730279475,-2.92140746117
147,3.32,32.9408749,35.1049902,0.0290961079299,-0.0199069902301,-2.92226290703
148,3.33,32.9408749,35.1049901,0.0295554473996,-0.0193405672908,-2.92191076279
149,3.33,32.940875,35.1049901,0.0301283597946,-0.0186789780855,-2.92107224464
150,3.28,32.9408752,35.1049899,0.0302380360663,-0.0198614560068,-2.92280769348
151,3.27,32.9408753,35.1049899,0.0302102155983,-0.0188088640571,-2.92084479332
152,3.199,32.9408756,35.1049899,0.0301123596728,-0.0204777158797,-2.92119908333
153,3.149,32.9408756,35.1049899,0.0300567857921,-0.0227236188948,-2.92237377167
154,3.1,32.9408756,35.1049901,0.0295593179762,-0.0188793260604,-2.91652393341
155,3.07,32.9408756,35.1049902,0.0296486653388,-0.020126491785,-2.91828846931
156,3.04,32.9408755,35.1049901,0.0291956178844,-0.0187740623951,-2.91783714294
157,3.03,32.9408755,35.1049901,0.0292757339776,-0.0187903866172,-2.9165122509
158,3.05,32.9408755,35.10499,0.0295811593533,-0.0191134177148,-2.91740298271
159,3.04,32.9408755,35.1049898,0.0293348282576,-0.0181621722877,-2.91599035263
160,3.02,32.9408755,35.1049896,0.0291919149458,-0.0196762830019,-2.91676902771
161,3.01,32.9408755,35.1049895,0.0291413404047,-0.0177788250148,-2.91536474228
162,2.96,32.9408754,35.1049894,0.0295610614121,-0.0180464554578,-2.91479444504
163,2.939,32.9408754,35.1049893,0.0295460559428,-0.0186795908958,-2.91520309448
164,2.909,32.9408754,35.1049892,0.0294915623963,-0.0189642235637,-2.91531395912
165,2.899,32.9408754,35.1049891,0.0295669361949,-0.0189134553075,-2.91467118263
166,2.909,32.9408754,35.104989,0.0299827046692,-0.018452718854,-2.91378974915
167,2.929,32.9408755,35.1049888,0.0301164612174,-0.0191988181323,-2.91500878334
168,2.929,32.9408755,35.1049888,0.0300650782883,-0.0195901319385,-2.91531205177
169,2.96,32.9408756,35.1049887,0.030432920903,-0.0195148065686,-2.91488146782
170,2.98,32.9408758,35.1049888,0.0306164249778,-0.0202920027077,-2.91504359245
171,3.0,32.9408757,35.1049888,0.0303701981902,-0.0203751772642,-2.91423368454
172,3.02,32.9408757,35.104989,0.0304863601923,-0.0207688435912,-2.9140150547
173,3.02,32.9408757,35.1049891,0.0302867926657,-0.0210866779089,-2.91318368912
174,3.04,32.9408757,35.1049893,0.0303304493427,-0.0211151335388,-2.91286540031
175,3.06,32.9408757,35.1049896,0.0304479971528,-0.0206546746194,-2.91187572479
176,3.07,32.9408759,35.1049898,0.0305158570409,-0.0211724769324,-2.91274476051
177,3.08,32.9408758,35.10499,0.0298456475139,-0.0205791033804,-2.9117474556
178,3.06,32.9408758,35.1049901,0.0300113037229,-0.0210580937564,-2.91170573235
179,3.04,32.9408759,35.1049902,0.0299719981849,-0.0205137673765,-2.91158795357
180,3.0,32.9408758,35.10499,0.029241617769,-0.0193538665771,-2.9104039669
181,2.99,32.9408757,35.10499,0.0297046750784,-0.019438482821,-2.91059684753
182,2.96,32.9408759,35.10499,0.0298142060637,-0.0195643492043,-2.90986609459
183,2.929,32.9408759,35.1049901,0.0300689600408,-0.0198765844107,-2.91017079353
184,2.899,32.940876,35.1049898,0.0297131463885,-0.0184473358095,-2.90983700752
185,2.879,32.940876,35.1049896,0.0296475253999,-0.0187343657017,-2.90988063812
186,2.86,32.9408759,35.1049896,0.0297585986555,-0.0190820284188,-2.91008687019
187,2.85,32.9408759,35.1049896,0.0295586362481,-0.01924546808,-2.90996384621
188,2.83,32.9408759,35.1049896,0.030138745904,-0.0196080133319,-2.91059780121
189,2.919,32.9408762,35.1049893,0.0299558192492,-0.0193480420858,-2.90945839882
190,2.96,32.9408762,35.1049892,0.0296623893082,-0.0197875201702,-2.90988469124
191,2.99,32.9408762,35.1049891,0.0293325670063,-0.0187427923083,-2.90818071365
192,3.01,32.9408761,35.1049891,0.0293482728302,-0.0189537145197,-2.90795350075
193,3.02,32.940876,35.1049891,0.0289706289768,-0.019632326439,-2.90834975243
194,3.03,32.9408759,35.1049891,0.029219288379,-0.0189705695957,-2.90737056732
195,3.05,32.940876,35.1049891,0.0299228169024,-0.0191072393209,-2.90717840195
196,3.04,32.9408762,35.1049891,0.0299782939255,-0.0191100426018,-2.90768504143
197,3.0,32.940876,35.1049892,0.0295815765858,-0.0192236378789,-2.90796208382
198,2.95,32.940876,35.1049892,0.0295898877084,-0.0194027591497,-2.90775156021
199,2.909,32.9408759,35.1049892,0.0295014977455,-0.0200284160674,-2.90834236145
200,2.899,32.9408758,35.1049892,0.0294055752456,-0.0188984163105,-2.90702533722
201,2.909,32.9408758,35.1049891,0.0295802354813,-0.0187783315778,-2.90714883804
202,2.87,32.9408758,35.104989,0.0297780521214,-0.0185494720936,-2.90695238113
203,2.84,32.9408758,35.1049889,0.0293621830642,-0.0188497006893,-2.90723776817
204,2.84,32.9408756,35.1049887,0.0288193672895,-0.018468985334,-2.90736222267
205,2.82,32.9408754,35.1049886,0.0287241116166,-0.0177916139364,-2.90671300888
206,2.8,32.9408753,35.1049883,0.0287132076919,-0.0187782086432,-2.90745306015
207,2.8,32.9408753,35.1049881,0.0292208567262,-0.0186342578381,-2.90700340271
208,2.83,32.9408755,35.1049881,0.0292701385915,-0.0183155424893,-2.90673351288
209,2.87,32.9408755,35.104988,0.0293011926115,-0.0185827724636,-2.90701985359
210,2.85,32.9408757,35.1049879,0.0300486423075,-0.0187638700008,-2.90693211555
211,2.879,32.940876,35.104988,0.0301573462784,-0.0194744355977,-2.90692949295
212,2.889,32.9408761,35.1049881,0.0306125879288,-0.0189224928617,-2.9056699276
213,2.879,32.9408762,35.104988,0.0306587591767,-0.0191575177014,-2.90571045876
214,2.919,32.9408763,35.104988,0.0309391021729,-0.0191258117557,-2.90544438362
215,2.96,32.9408763,35.104988,0.0306326262653,-0.018918087706,-2.90531396866
216,2.98,32.9408762,35.1049879,0.0304271914065,-0.0194646473974,-2.9053645134
217,3.0,32.9408761,35.104988,0.0304339714348,-0.0193194355816,-2.90549659729
218,3.01,32.9408761,35.1049879,0.0307679437101,-0.0192128680646,-2.90556383133
219,3.02,32.9408763,35.1049877,0.0309112258255,-0.0181672293693,-2.90498518944
220,3.03,32.9408765,35.1049875,0.0313199348748,-0.0187947172672,-2.90557718277
221,3.02,32.9408766,35.1049876,0.0311134085059,-0.0166333634406,-2.90165758133
222,2.99,32.9408765,35.1049876,0.0301580317318,-0.0156874395907,-2.89885663986
223,2.96,32.9408763,35.1049876,0.0305069386959,-0.0130991712213,-2.89351344109
224,2.929,32.9408761,35.1049878,0.0302546136081,-0.0151110123843,-2.89068746567
225,2.899,32.9408759,35.104988,0.0299784690142,-0.0110525349155,-2.89085221291
226,2.87,32.9408758,35.1049881,0.0299658663571,-0.0107224676758,-2.88973093033
227,2.87,32.9408757,35.1049882,0.0296297818422,-0.014161282219,-2.89054369926
228,2.87,32.9408755,35.1049882,0.0294399932027,-0.0147683285177,-2.89143681526
229,2.879,32.9408753,35.1049884,0.0294208787382,-0.0138504952192,-2.89237451553
230,2.879,32.9408751,35.1049886,0.0291469208896,-0.0152044650167,-2.89174461365
231,2.919,32.9408748,35.1049887,0.0293201431632,-0.0157706160098,-2.89208650589
232,2.939,32.9408748,35.1049888,0.0300390683115,-0.0151263931766,-2.89213824272
233,2.96,32.9408749,35.1049889,0.0307349264622,-0.0155846793205,-2.89239573479
234,2.97,32.9408752,35.1049891,0.0309332944453,-0.0158689785749,-2.89263939857
235,2.98,32.9408752,35.1049891,0.0312486514449,-0.0152387237176,-2.89168596268
236,2.98,32.9408754,35.1049891,0.0316458158195,-0.0155060738325,-2.89109706879
237,2.98,32.9408754,35.1049892,0.0320298559964,-0.0149336634204,-2.8892621994
238,2.97,32.9408755,35.1049893,0.0318340063095,-0.0148743828759,-2.88992238045
239,2.97,32.9408756,35.1049892,0.0317929908633,-0.0147512033582,-2.88974475861
240,2.98,32.9408758,35.1049891,0.0319821871817,-0.0155946863815,-2.88947582245
241,2.99,32.940876,35.1049889,0.0318335071206,-0.0146863125265,-2.88928222656
242,3.03,32.940876,35.1049888,0.0317460745573,-0.015534395352,-2.88841128349
243,3.06,32.9408759,35.1049889,0.0323931835592,-0.0148490993306,-2.88752412796
244,3.09,32.9408761,35.104989,0.0320361480117,-0.0142027698457,-2.88805365562
245,3.06,32.9408762,35.104989,0.0318527556956,-0.0154617633671,-2.88835072517
246,3.05,32.9408761,35.104989,0.0316173546016,-0.015071798116,-2.88889741898
247,3.05,32.940876,35.104989,0.0314808897674,-0.0152791934088,-2.88922047615
248,3.03,32.940876,35.104989,0.031363081187,-0.0146970655769,-2.88898134232
249,3.03,32.9408761,35.104989,0.0312079265714,-0.0146246142685,-2.88904714584
250,3.03,32.9408762,35.104989,0.0311921164393,-0.014820696786,-2.8893237114
251,3.01,32.9408763,35.1049891,0.0307220667601,-0.0156852900982,-2.88915705681
252,3.02,32.9408762,35.1049892,0.0306431315839,-0.0158465411514,-2.88942861557
253,3.03,32.9408762,35.1049892,0.030536532402,-0.0157430712134,-2.88905835152
254,3.06,32.9408763,35.1049893,0.0312111340463,-0.0155680272728,-2.88953089714
255,3.06,32.9408765,35.1049892,0.0314774252474,-0.0142810065299,-2.88823103905
256,3.03,32.9408767,35.1049889,0.0314895287156,-0.0145244905725,-2.88900303841
257,3.02,32.9408768,35.1049889,0.0314472466707,-0.0141511596739,-2.88860416412
258,3.04,32.9408769,35.1049889,0.03090460971,-0.0148960519582,-2.88870835304
259,3.06,32.9408769,35.1049888,0.0308781266212,-0.015726543963,-2.89049625397
260,3.06,32.9408771,35.1049886,0.030845105648,-0.0159561093897,-2.89192223549
261,3.03,32.9408772,35.1049885,0.0304580330849,-0.015471957624,-2.89175152779
262,3.03,32.9408772,35.1049883,0.0304251536727,-0.015312327072,-2.89192175865
263,3.03,32.9408773,35.1049882,0.0305047184229,-0.0152895869687,-2.8915336132
264,3.06,32.9408774,35.104988,0.0303944535553,-0.014488119632,-2.89077806473
265,3.08,32.9408775,35.1049879,0.0306781828403,-0.0145260300487,-2.89100766182
266,3.11,32.9408777,35.1049878,0.0307756140828,-0.0147614730522,-2.89010834694
267,3.129,32.9408778,35.1049877,0.0308615341783,-0.0144089749083,-2.89017653465
268,3.159,32.9408779,35.1049876,0.0304918289185,-0.0145798269659,-2.89068675041
269,3.21,32.940878,35.1049875,0.0305537879467,-0.0141436178237,-2.89071559906
270,3.25,32.9408781,35.1049874,0.0308064743876,-0.0139127597213,-2.89109611511
271,3.31,32.9408783,35.1049872,0.030637986958,-0.0139454826713,-2.8910908699
272,3.31,32.9408783,35.1049872,0.0299901999533,-0.0144763477147,-2.89118480682
273,3.32,32.9408782,35.1049871,0.0300492271781,-0.0149950012565,-2.89098000526
274,3.36,32.9408783,35.104987,0.029597453773,-0.0147541202605,-2.89121484756
275,3.37,32.9408783,35.1049868,0.0296500176191,-0.0147256674245,-2.89211463928
276,3.399,32.9408783,35.1049867,0.0295386612415,-0.01470146887,-2.8912358284
277,3.429,32.9408783,35.1049867,0.0297068357468,-0.0143195949495,-2.89083075523
278,3.449,32.9408783,35.1049866,0.0296103283763,-0.0142072793096,-2.8907186985
279,3.47,32.9408784,35.1049866,0.0291506201029,-0.0143786901608,-2.89060211182
280,3.46,32.9408784,35.1049865,0.0289301797748,-0.0147094763815,-2.89089655876
281,3.46,32.9408783,35.1049863,0.0289318263531,-0.0143165457994,-2.89077663422
282,3.439,32.9408783,35.1049862,0.0289301499724,-0.0139458309859,-2.89150738716
283,3.409,32.9408782,35.1049859,0.0289030447602,-0.0136951617897,-2.89182329178
284,3.409,32.9408783,35.1049857,0.0287963114679,-0.0133238993585,-2.89204597473
285,3.399,32.9408782,35.1049854,0.0289265029132,-0.0131851630285,-2.89227819443
286,3.399,32.9408782,35.1049851,0.0289925560355,-0.013682208024,-2.89228582382
287,3.389,32.9408782,35.104985,0.0294554010034,-0.0134204477072,-2.89142084122
288,3.399,32.9408784,35.1049848,0.0299259126186,-0.013251774013,-2.89186477661
289,3.399,32.9408784,35.1049846,0.0295137166977,-0.0134570114315,-2.89138936996
290,3.37,32.9408783,35.1049846,0.0295236334205,-0.0141595462337,-2.8916554451
291,3.37,32.9408782,35.1049846,0.0296443477273,-0.0146120972931,-2.89176821709
292,3.37,32.9408782,35.1049845,0.0301381200552,-0.0143977738917,-2.89263653755
293,3.379,32.9408784,35.1049843,0.0304806753993,-0.0137481754646,-2.89244103432
294,3.389,32.9408785,35.1049842,0.0304016470909,-0.014186296612,-2.89265322685
295,3.399,32.9408785,35.1049842,0.0300141535699,-0.0139271076769,-2.89256477356
296,3.429,32.9408785,35.1049839,0.0303281918168,-0.0139817902818,-2.89268779755
297,3.429,32.9408785,35.1049838,0.0299224369228,-0.0137539450079,-2.89271354675
298,3.429,32.9408785,35.1049834,0.0301797538996,-0.0135293696076,-2.89261984825
299,3.429,32.9408786,35.1049833,0.0301521196961,-0.0134667586535,-2.8936855793
300,3.389,32.9408786,35.104983,0.0297818258405,-0.0136948004365,-2.89328241348
301,3.32,32.9408786,35.1049828,0.0296363681555,-0.0137878507376,-2.89394593239
302,3.3,32.9408785,35.1049826,0.0289902873337,-0.013673289679,-2.89353656769
303,3.25,32.9408784,35.1049822,0.0289351753891,-0.013794079423,-2.89447522163
304,3.25,32.9408782,35.1049821,0.0286250971258,-0.0138530079275,-2.89422941208
305,3.28,32.9408782,35.104982,0.0285194665194,-0.0136739257723,-2.89467024803
306,3.3,32.9408779,35.1049818,0.0282922685146,-0.0140632484108,-2.8944747448
307,3.28,32.9408778,35.1049817,0.0284962914884,-0.0145328547806,-2.89432573318
308,3.24,32.9408779,35.1049814,0.029053427279,-0.0154252154753,-2.8947532177
309,3.25,32.940878,35.1049813,0.0291523896158,-0.0167194101959,-2.89444923401
310,3.25,32.940878,35.1049814,0.0291161909699,-0.0170728415251,-2.89424562454
311,3.28,32.940878,35.1049813,0.0295230969787,-0.0164575707167,-2.89504170418
312,3.26,32.9408781,35.1049812,0.0301983654499,-0.016174081713,-2.89492368698
313,3.3,32.9408784,35.1049809,0.0304957665503,-0.0160073041916,-2.89506983757
314,3.31,32.9408786,35.1049808,0.0301750861108,-0.0164997857064,-2.89475107193
315,3.33,32.9408786,35.1049809,0.0300672091544,-0.0168274827302,-2.89469003677
316,3.37,32.9408786,35.104981,0.0295931920409,-0.0166065152735,-2.89507913589
317,3.419,32.9408785,35.1049809,0.0290884487331,-0.0169170163572,-2.89473724365
318,3.439,32.9408783,35.1049805,0.0289068259299,-0.0161562673748,-2.89527893066
319,3.449,32.9408783,35.1049802,0.0288211628795,-0.0157525427639,-2.89558076859
320,3.46,32.9408783,35.10498,0.0291608758271,-0.0155799761415,-2.89459466934
321,3.429,32.9408785,35.1049798,0.0299349091947,-0.0161959622055,-2.8948161602
322,3.409,32.9408787,35.1049797,0.0298744514585,-0.0163392983377,-2.89524674416
323,3.409,32.940879,35.1049795,0.0304905250669,-0.0154970306903,-2.89507746696
324,3.429,32.9408792,35.1049792,0.0302438773215,-0.0153484232724,-2.8950047493
325,3.449,32.9408792,35.104979,0.0300202481449,-0.0152031052858,-2.89478421211
